Award Category,award_id,Circuit,circuit_id,Round,round_id,Player,player_id,stats
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,Ferral,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,I RUN SNAIL,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,MisterGort,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,nashinall,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,RedMagnus,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,SmoothbrainSev,lookup,10680715
?? Second Place Team,9,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,snail earnhardt jr,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,arrrmand,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,mr.bees,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,neokinso,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,retro-shark,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,ronster,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,sloppy,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,smelly,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,tjbuddy100,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,tsaralek,lookup,10680715
?? Third Place Team,10,Indy Gaming League Winter 2021 West Tier 2,24,IGL Winter 2021 Championships-W1,168,unholyknight,lookup,10680715
